lyapunov,spectral_entropy,spectral_flatness,mode_count,final_C,final_S,mean_C,mean_S,condition,seed,total_reward,reward_mean,reward_std,episode_length
-1.3787467506201452,3.3527807369677447,0.27982694741844333,2,0.0,0.0,0.2111005634328394,6.302187327678683,random_life,1,146.33834821245668,1.4633834821245668,1.5249217833737323,100
-1.4255487735902097,3.3893176750536598,0.2781200481881425,2,0.13602851860306944,9.840476793880246,0.2069382774460028,5.894106815844935,random_life,2,142.7440890956672,1.4274408909566725,1.5249593218415523,100
-1.4100220033881594,3.5615275014774395,0.3164628709191346,2,0.21649819630314998,8.992479887325295,0.25622519722232817,6.4341516497979105,random_life,3,174.83396848105582,1.7483396848105586,1.530160373858739,100
-1.3655701436296233,3.4929593332177404,0.30261190707513685,2,0.0,0.0,0.21081922299307984,6.314445641925264,random_life,4,141.09282777539076,1.410928277753908,1.5683660341616776,100
-1.489530175557325,3.5356977210218217,0.35141158652162846,2,0.2537590352314831,9.47790671449554,0.20594214158538496,6.418700034871279,random_life,5,144.53596681944921,1.4453596681944918,1.4792523941930105,100
-1.5188702095281894,3.3463823844235625,0.24365329607191508,2,0.129967075316622,6.670551792437934,0.1857356272057749,5.980925056244669,random_life,6,125.45441897922231,1.2545441897922227,1.4724320652405856,100
-1.4796979969051776,3.2939453922200634,0.27398637023538075,2,0.6239191332505547,6.670551792437934,0.2387531047819056,6.597327719090039,random_life,7,163.0986585918294,1.6309865859182935,1.5906976307477654,100
-1.6697973278369056,3.380876451344845,0.3110923263890899,2,0.229669111089606,8.25551429315909,0.17920982438624575,7.522756598029056,random_life,8,131.2047706330104,1.3120477063301041,1.3081873031341027,100
-1.3896183518574725,3.4019183323752253,0.2705548781706107,2,0.29301499933585107,8.25551429315909,0.21372764501851296,5.553222106101287,random_life,9,143.43717438199025,1.4343717438199028,1.5508726267078463,100
-2.102145878898311,3.5156483980933197,0.33154977847578915,2,0.0,0.0,0.20102260616646414,7.0862744495718974,random_life,10,145.26415002672525,1.4526415002672528,1.4549542881286803,100
-1.3128986300896235,3.452936366664912,0.33158266685246685,2,0.0,0.0,0.2106019162814039,5.657297279967329,random_life,11,142.77570966199565,1.4277570966199569,1.5099007585278452,100
-1.1128299400154678,3.209852166526294,0.24453436832958445,2,0.5188926117013096,7.670551792437934,0.23498371788146563,5.777483502988603,random_life,12,159.74263245116492,1.5974263245116496,1.5744001592984649,100
-1.2107085295967732,3.2810291913637943,0.2801157579720459,2,0.31676665269315574,7.670551792437934,0.2092067743649778,5.633527989299621,random_life,13,143.19172883315076,1.4319172883315074,1.4849749963782108,100
-1.2774453679557787,3.5051123748738355,0.347306325162546,2,0.10202510506630295,6.670551792437934,0.23139833538254603,5.460045274958832,random_life,14,153.79853422568544,1.5379853422568543,1.599755095454871,100
-2.077933620420655,3.449115250533793,0.3377856392314146,2,0.02264450505409467,8.992479887325295,0.15677904016471758,6.465944011334483,random_life,15,100.28683187395838,1.002868318739584,1.490383790888847,100
-1.1172535884116384,3.1544958963084926,0.20130711676875618,2,0.33005676865155287,7.670551792437934,0.23815611031200748,5.514444663601796,random_life,16,158.14742916471914,1.5814742916471918,1.5758976779501126,100
-1.6779588995241008,3.420940998314813,0.2547052541338151,2,0.01002753704988034,7.670551792437934,0.2032521184665111,7.066936027649867,random_life,17,142.81528268399467,1.4281528268399462,1.4828506854597052,100
-0.9647595483685377,3.3941318568299064,0.3012147631543315,2,0.6967083960720859,8.670551792437934,0.2358527665014019,5.57956588790013,random_life,18,156.33932944196573,1.5633932944196574,1.598109471587935,100
-1.0910259409475564,3.372185247954244,0.3022516260821128,2,0.6611832524284655,6.670551792437934,0.2553841261161174,5.743225587407874,random_life,19,175.0283953802423,1.750283953802423,1.6020716019598333,100
-1.954986260524925,3.4348809719286004,0.26911609241135476,2,0.5608033321610912,6.670551792437934,0.197501039311653,7.125640512282709,random_life,20,136.24593000037595,1.3624593000037595,1.5707443879846057,100
-1.2719585934923066,3.466136570214031,0.35558638291552674,2,0.09269369631027334,7.670551792437934,0.19430697859784235,5.644484418863427,random_life,21,129.69880919337092,1.2969880919337091,1.4975294940893902,100
-1.2892481967792495,3.362325168238741,0.2651765662064432,2,0.23728044083340324,7.670551792437934,0.24659919164139718,5.899087748234998,random_life,22,166.77729667070363,1.667772966707036,1.6080751832071862,100
-1.2751215808788015,3.4845208053061283,0.32034942352699736,2,0.0,0.0,0.21633086690427536,5.681601538520198,random_life,23,150.38992152284752,1.5038992152284758,1.5049391643510246,100
-1.2012132451873054,3.3922347375963513,0.30884441919349087,2,0.20030166098407554,9.255514293159088,0.25474178025460276,6.346880296589868,random_life,24,179.3787150065917,1.7937871500659177,1.5066093914511627,100
-1.447566038906904,3.503550475785394,0.3476739762474737,2,0.3076995304620001,7.670551792437934,0.20839790080176981,6.45580973872761,random_life,25,145.99091163246828,1.4599091163246825,1.4826354507651764,100
-1.7856738096408857,3.5606361967773856,0.36680713968751455,2,0.002086700572294563,8.25551429315909,0.18333822380363238,7.157770563123595,random_life,26,128.01228315922324,1.2801228315922322,1.4406360577534427,100
-1.2352188097572143,3.4132883941002734,0.30601150819244405,2,0.18641466842289248,8.670551792437934,0.20776431651476934,5.372668615075867,random_life,27,142.4318256971217,1.424318256971217,1.5249631490512265,100
-0.8534077822952076,3.3471788244974237,0.2810277349932273,2,0.0,0.0,0.24352341686691234,4.830793477054519,random_life,28,161.50672549967013,1.6150672549967016,1.649533295659558,100
-1.7240795864417144,3.493566092662573,0.34052586163813886,2,0.0,0.0,0.21113120167190869,6.812039000908682,random_life,29,146.13697851426366,1.4613697851426366,1.579926152834948,100
-0.4885814666415585,3.230276558410241,0.2169535837913804,2,0.16501052768794655,7.670551792437934,0.3122923230629,4.400827325534876,trained_order,0,309.8742113538996,3.098742113538997,3.13705266642389,100
-0.5314131308537005,3.4264731412713543,0.2961734148900066,2,0.07649812188399246,7.670551792437934,0.2977902540234036,4.190710771761738,trained_order,1,296.22466493940044,2.9622466493940043,3.0737145851376573,100
-0.4161413039138677,3.390546403285585,0.28419644097243224,2,0.0,0.0,0.29586401292383124,3.2910089674530405,trained_order,2,295.8640129238312,2.958640129238312,3.233612990121916,100
-0.5200393858398646,3.318576398886623,0.2449882233415913,2,0.65184155159218,6.670551792437934,0.2666473394958887,3.702928789193827,trained_order,3,264.6310324078237,2.6463103240782364,3.0101473822502904,100
-0.7957117793982595,3.3499515468766328,0.2487724378573473,2,0.16720308120436164,8.25551429315909,0.32777681597126607,6.048078155098746,trained_order,4,322.6917144198331,3.2269171441983304,2.785046025484508,100
-0.5569453006308349,3.3243807636570386,0.29958764355647405,2,0.738565993222546,6.670551792437934,0.3027873034416897,4.442526575549298,trained_order,5,300.0647511541199,3.000647511541199,3.0114180953937595,100
